Tahun,Provinsi,Jenis Ikan,Volume (ton),Nilai (Rp. Juta),Harga Rata-Rata Tertimbang (Rp/kg)
2024,JAWA TIMUR,TIGAWAJA KEKEN,1641.57,15182,75640
2024,JAWA TIMUR,ALU-ALU GIGI GERGAJI,1594.21,13611,38500
2024,JAWA TIMUR,KEPITING PLONGKOR,1528.93,113263,583598
2024,JAWA TIMUR,KERAPU KARANG,1443.37,35772,273344
2024,JAWA TIMUR,SELAR BULAT,1431.8,28380,27871
2024,JAWA TIMUR,BELANAK ABU-ABU,1424.15,22022,84200
2024,JAWA TIMUR,IKAN SEBELAH,1406.93,27739,131314
2024,JAWA TIMUR,JANGKI TIGA GARIS,1394.04,38225,55037
2024,JAWA TIMUR,KUWE MULUT PUTIH,1373.21,52339,59871
2024,JAWA TIMUR,BARONANG MONCONG PANJANG,1316.5,33946,45792
2024,JAWA TIMUR,KAKAP MERAH EKOR PANJANG,1298.0,63365,285682
2024,JAWA TIMUR,KURISI CAMBUK GANDA,1245.79,16865,41468
2024,JAWA TIMUR,HIU AIR,1214.06,24281,20000
2024,JAWA TIMUR,TUNA MATA BESAR,1213.97,31655,174846
2024,JAWA TIMUR,BULU AYAM GALEBERAN,1174.56,14839,55872
2024,JAWA TIMUR,PETEK,1164.17,5805,13000
2024,JAWA TIMUR,PARI KEKEH,1144.2,20253,96390
2024,JAWA TIMUR,PISANG-PISANG PARALOLOSI,1120.95,19610,88899
2024,JAWA TIMUR,SWANGGI EKOR BULAN,1108.97,16489,104099
2024,JAWA TIMUR,TEMBANG FIMBRIATA,1091.7,6550,6000
2024,JAWA TIMUR,KURO,1074.79,34742,32324
2024,JAWA TIMUR,KERAPU LUMPUR STRIP TUJUH,1041.35,49779,285836
2024,JAWA TIMUR,TIGAWAJA PUTIH,1009.28,11794,73662
2024,JAWA TIMUR,ALU-ALU SIRIP HITAM,999.89,9808,49883
2024,JAWA TIMUR,KENYAR,998.42,15979,58305
2024,JAWA TIMUR,GULAMAH PAPAN,937.07,11958,12761
2024,JAWA TIMUR,KERAPU DURI PANJANG,936.8,32629,64833
2024,JAWA TIMUR,TERI JENGKI,933.9,7471,8000
2024,JAWA TIMUR,ALU-ALU,871.92,10226,24885
2024,JAWA TIMUR,TERUBUK,815.9,1498,1836
2024,JAWA TIMUR,KERONG-KERONG,807.24,18400,63549
2024,JAWA TIMUR,SENANGIN MULUT KECIL,795.18,27036,34000
2024,JAWA TIMUR,GULAMAH BINTIK HITAM,789.12,7804,65281
2024,JAWA TIMUR,KUWE MATA BESAR,776.95,34963,90000
2024,JAWA TIMUR,LEMADANG,757.93,15296,267507
2024,JAWA TIMUR,ALBAKORA,736.27,17411,86797
2024,JAWA TIMUR,SELAR BATANG,727.61,11642,16000
2024,JAWA TIMUR,IKAN DEMERSAL LAINNYA,706.8,8061,11404
2024,JAWA TIMUR,LAYANG EKOR MERAH,643.42,15442,24000
2024,JAWA TIMUR,MAS,638.67,14531,514557
2024,JAWA TIMUR,GULAMAH,634.7,7414,35358
2024,JAWA TIMUR,REMANG,610.4,14145,324621
2024,JAWA TIMUR,BAWAL PUTIH,607.47,33635,783321
2024,JAWA TIMUR,KAKAP SAWO,607.03,21389,77661
2024,JAWA TIMUR,KETING,605.98,8052,226641
2024,JAWA TIMUR,MUJAER LAUT,593.63,20414,165413
2024,JAWA TIMUR,KERAPU BATIK,589.68,38329,65000
2024,JAWA TIMUR,GEROT-GEROT,586.9,15262,34000
2024,JAWA TIMUR,LAYANG BIRU,572.6,3570,32825
2024,JAWA TIMUR,BARONANG BINTIK PUTIH,569.12,10951,148183
2024,JAWA TIMUR,UDANG WINDU,548.7,59643,721806
2024,JAWA TIMUR,SEMAR,535.55,3740,24267
2024,JAWA TIMUR,KERAPU SUNU,535.45,21418,40000
2024,JAWA TIMUR,PEPEREK,530.49,2686,22999
2024,JAWA TIMUR,TERI KUNING,502.96,12900,34000
2024,JAWA TIMUR,PARI BURUNG,498.8,10894,69016
2024,JAWA TIMUR,COBIA,498.18,13524,42000
2024,JAWA TIMUR,KAKAP BAKAU,494.4,26418,142000
2024,JAWA TIMUR,BANDENG LAUT,493.9,8465,59576
2024,JAWA TIMUR,GABUS,493.21,19563,1109625
2024,JAWA TIMUR,KUWE BOBARA,470.83,13113,122424
2024,JAWA TIMUR,MANYUNG JAHAL,467.64,5330,52646
2024,JAWA TIMUR,LOBSTER PASIR,465.93,71542,1246796
2024,JAWA TIMUR,HIU LANJAMAN CAUTUS,465.88,6056,13000
2024,JAWA TIMUR,JAPUH PELANGI,433.72,1233,8100
2024,JAWA TIMUR,KAKAP MERAH,427.92,27806,79000
2024,JAWA TIMUR,KERONG-KERONG JARBUA,419.38,11153,63737
2024,JAWA TIMUR,TIRAM,400.5,11742,148150
2024,JAWA TIMUR,SOTONG FIRON,383.11,18743,258359
2024,JAWA TIMUR,MANYUNG HITAM,378.01,3792,48097
2024,JAWA TIMUR,KERAPU LUMPUR SIRIP TINGGI,357.19,19645,55000
2024,JAWA TIMUR,IKAN LAYARAN,339.9,9314,162808
2024,JAWA TIMUR,EKOR KUNING,339.24,4168,30657
2024,JAWA TIMUR,AYAM-AYAM; KAMBING-KAMBING,338.7,12814,105000
2024,JAWA TIMUR,UDANG RONGGENG,333.4,8699,388000
2024,JAWA TIMUR,KERAPU BINTIK BIRU,332.0,12914,49000
2024,JAWA TIMUR,KERAPU LUMPUR STRIP ENAM,325.45,11322,34788
2024,JAWA TIMUR,LELE,323.81,5805,343173
2024,JAWA TIMUR,TETENGKEK,317.6,4453,155742
2024,JAWA TIMUR,SELAR UBUR-UBUR,307.74,3721,12091
2024,JAWA TIMUR,KACI-KACI BIBIR HITAM,305.29,15855,201622
2024,JAWA TIMUR,GANDU,303.45,3641,12000
2024,JAWA TIMUR,HIU KARANG,302.76,5281,49955
2024,JAWA TIMUR,SETUHUK HITAM,302.73,6025,204254
2024,JAWA TIMUR,PATIN JAMBAL,302.45,6496,299100
2024,JAWA TIMUR,KEPITING BAKAU COKLAT,298.68,14378,138541
2024,JAWA TIMUR,SUNGLIR,288.8,5696,168486
2024,JAWA TIMUR,IKAN LIDAH,277.92,5016,70716
2024,JAWA TIMUR,SELAR COMO,271.81,2233,119059
2024,JAWA TIMUR,UDANG DOGOL JINGGA,268.7,5970,157188
2024,JAWA TIMUR,PARAY,264.19,5225,127475
2024,JAWA TIMUR,SETUHUK BIRU,263.34,6550,73286
2024,JAWA TIMUR,MAKEREL BLACKSAIL SNAKE,247.25,2075,36699
2024,JAWA TIMUR,TENGGIRI PAPAN,243.16,19813,232507
2024,JAWA TIMUR,KAKAP,243.01,12442,51200
2024,JAWA TIMUR,CENDRO,241.65,1600,23796
2024,JAWA TIMUR,KAPAS-KAPAS LEBAR DURI PANJANG,240.97,3793,34932
2024,JAWA TIMUR,GOLOK-GOLOK,223.72,2056,78256
2024,JAWA TIMUR,TIGAWAJA PERAK,204.57,2595,12685
2024,JAWA TIMUR,UDANG PUTIH; UDANG API-API,203.74,8072,451940
2024,JAWA TIMUR,KACI-KACI SIRIP BINTIK ORANGE,197.81,3165,16000
2024,JAWA TIMUR,IKAN TODAK,193.79,7748,60000
2024,JAWA TIMUR,REJUNG PERAK,192.72,6943,81418
2024,JAWA TIMUR,SIPUT,192.57,1034,63486
2024,JAWA TIMUR,NILEM,190.64,3210,116882
2024,JAWA TIMUR,TERIPANG PASIR,186.6,28092,150547
2024,JAWA TIMUR,LOBSTER,185.03,121143,1216967
2024,JAWA TIMUR,NOMEI,179.6,359,2000
2024,JAWA TIMUR,KAKAP PERAK MERAH,178.34,9339,52368
2024,JAWA TIMUR,KERANG PISAU LIPAT,178.1,1855,10413
2024,JAWA TIMUR,KURISI BALI PITA EMAS,177.47,5324,30000
2024,JAWA TIMUR,PARI BURUNG BINTIK PUTIH,161.01,3830,23790
2024,JAWA TIMUR,GALUH PUTIH,157.76,1420,9000
2024,JAWA TIMUR,KURISI BALI GIGI TAJAM,156.23,625,4000
2024,JAWA TIMUR,RUMPUT LAUT,154.2,1223,7932
2024,JAWA TIMUR,KERANG,151.9,10633,70000
2024,JAWA TIMUR,BAUNG PUTIH,151.5,3311,206688
2024,JAWA TIMUR,KERAPU LUMPUR BINTIK ORANGE,148.34,6263,90009
2024,JAWA TIMUR,UDANG DOGOL BIRU,140.5,4720,67000
2024,JAWA TIMUR,KACI-KACI BATIK KUNING,134.79,3370,25000
2024,JAWA TIMUR,KEPITING BAKAU JINGGA,134.56,6726,72000
2024,JAWA TIMUR,JULUNG-JULUNG PERAK,130.43,1720,28330
2024,JAWA TIMUR,KURISI BENANG EMAS,127.73,2328,18227
2024,JAWA TIMUR,SEMBILANG ABU-ABU,123.91,3173,86759
2024,JAWA TIMUR,KUWE SIRIP KUNING,123.65,3709,60000
2024,JAWA TIMUR,KACI-KACI BINTIK BIRU,119.24,886,28495
2024,JAWA TIMUR,KAKATUA,118.3,1895,16021
2024,JAWA TIMUR,TENGGIRI BATANG,117.48,7023,199713
2024,JAWA TIMUR,JULUNG-JULUNG,117.11,1430,45241
2024,JAWA TIMUR,IKAN PEDANG,116.17,2556,44000
2024,JAWA TIMUR,LOBSTER BATU,109.9,27355,543420
2024,JAWA TIMUR,MATA SEBELAH,109.24,1639,15000
2024,JAWA TIMUR,KAKAP JENAHA,109.16,5709,52301
2024,JAWA TIMUR,CUMI KARET,106.98,3883,113628
2024,JAWA TIMUR,UDANG JAMBRET,106.82,1152,41000
2024,JAWA TIMUR,SEPAT RAWA,102.89,252,36556
2024,JAWA TIMUR,KEPITING BAKAU,96.26,3127,75000
2024,JAWA TIMUR,GULAMAH JARANG GIGI,87.82,1054,12000
2024,JAWA TIMUR,KURISI ENAM GARIS PUTIH,85.9,1977,23019
2024,JAWA TIMUR,KAKAP MERAH UTARA,84.15,3940,100000
2024,JAWA TIMUR,KAKAP MATA BESAR,82.86,4218,50901
2024,JAWA TIMUR,SEPAT SIAM,82.75,1182,48687
2024,JAWA TIMUR,RUMPUT LAUT ACANTHOPHORA SPICIFERA,78.0,632,8098
2024,JAWA TIMUR,BETOK,74.75,910,59202
2024,JAWA TIMUR,BIJI NANGKA STRIP KUNING,73.31,880,12000
2024,JAWA TIMUR,IKAN LIDAH SISIK KASAR,72.1,1532,21250
2024,JAWA TIMUR,PARI KELAPA,66.42,930,42000
2024,JAWA TIMUR,PATIN,65.83,1350,112655
2024,JAWA TIMUR,BIANG,65.7,1533,23338
2024,JAWA TIMUR,BETUTU,63.99,1549,135477
2024,JAWA TIMUR,KUNIRAN BINTIK,62.87,754,12000
2024,JAWA TIMUR,UDANG GALAH,61.57,2348,284698
2024,JAWA TIMUR,BELANAK SIPIT,61.01,931,15267
2024,JAWA TIMUR,JENAHA,59.92,2417,73961
2024,JAWA TIMUR,TALANG TALANG BESAR,58.17,1105,19000
2024,JAWA TIMUR,REMIS,57.2,1244,52240
2024,JAWA TIMUR,TERIPANG PUTIH,57.2,759,13264
2024,JAWA TIMUR,KAKAP GORARA,53.74,2783,51786
2024,JAWA TIMUR,KERAPU INSANG BERGERIGI,51.82,2854,55077
2024,JAWA TIMUR,KERONG-KERONG PADI,48.52,754,15539
2024,JAWA TIMUR,BARONANG KORAL,48.4,1700,75000
2024,JAWA TIMUR,TALANG TALANG,46.93,844,37906
2024,JAWA TIMUR,LAYUR HITAM,46.84,787,40342
2024,JAWA TIMUR,LAYUR JOGOR,46.42,1160,59980
2024,JAWA TIMUR,TALANG TALANG LYSAN,45.44,449,54143
2024,JAWA TIMUR,BARONANG BATIK,43.13,458,28000
2024,JAWA TIMUR,KUNIRAN GURAT EMAS,43.06,555,12888
2024,JAWA TIMUR,SIMPING,38.56,726,57072
2024,JAWA TIMUR,BEUNTEUR,37.86,869,144104
2024,JAWA TIMUR,KUWE LILIN TILE,37.16,652,17546
2024,JAWA TIMUR,LOBSTER MUTIARA,36.69,11326,1127058
2024,JAWA TIMUR,LOBSTER BAMBU,36.4,11045,1056958
2024,JAWA TIMUR,KETANG-KETANG,36.26,616,17000
2024,JAWA TIMUR,GONTOR,35.88,572,23000
2024,JAWA TIMUR,BUNA EMAS,33.16,285,8600
2024,JAWA TIMUR,KERAPU EKOR GUNTING,32.41,3818,312655
2024,JAWA TIMUR,LENCAM AMBON,31.96,639,20000
2024,JAWA TIMUR,GENGGEHEK,30.89,639,74675
2024,JAWA TIMUR,UDANG ALOHA,29.78,1787,60000
2024,JAWA TIMUR,KAKAP PINJALO MERAH,29.1,836,75850
2024,JAWA TIMUR,KUWE OBLONG,28.5,609,45397
2024,JAWA TIMUR,KEPITING,28.3,2574,90972
2024,JAWA TIMUR,KERAPU LUMPUR,28.07,1502,99557
2024,JAWA TIMUR,MANYUNG,28.06,406,43000
2024,JAWA TIMUR,SIRO,27.62,630,33000
2024,JAWA TIMUR,SEMBILANG,27.1,542,20000
2024,JAWA TIMUR,BULU AYAM BANGKOK,26.71,80,3000
2024,JAWA TIMUR,BELIDA,26.61,532,20000
2024,JAWA TIMUR,MANYUNG PERUNGGU,26.18,471,18000
2024,JAWA TIMUR,KERAPU KARANG BERMINYAK,25.82,965,90000
2024,JAWA TIMUR,ANTOAN,25.61,307,12000
2024,JAWA TIMUR,BAWAL TONGKAT,24.76,906,36586
2024,JAWA TIMUR,KAKAP PUTIH; BARAMUNDI,22.7,908,40000
2024,JAWA TIMUR,PETEK PUGNOSE,22.7,114,5000
2024,JAWA TIMUR,ALU-ALU MATA BESAR,22.24,556,75041
2024,JAWA TIMUR,KAKAP UMELA,21.69,629,29000
2024,JAWA TIMUR,LOBSTER BATIK,21.6,6450,298611
2024,JAWA TIMUR,KAKAP PUTIH,21.3,1065,50000
2024,JAWA TIMUR,KAKAP BUTTON,19.62,1018,51889
2024,JAWA TIMUR,TERI BAELAMA,18.8,150,8000
2024,JAWA TIMUR,LALAWAK,18.51,529,67000
2024,JAWA TIMUR,HIU SUPER,17.5,405,23167
2024,JAWA TIMUR,SILI; TILAN,17.45,897,75361
2024,JAWA TIMUR,UDANG BINTIK MERAH,17.44,145,8332
2024,JAWA TIMUR,SIDAT,17.05,810,134483
2024,JAWA TIMUR,UDANG BERAS,16.44,576,35000
2024,JAWA TIMUR,JULUNG-JULUNG TOTOL HITAM,16.27,145,35090
2024,JAWA TIMUR,BAWAL TONGKAT TAI,16.23,892,55000
2024,JAWA TIMUR,KERAPU BEBEK,16.0,1998,226566
2024,JAWA TIMUR,GULAMAH AMOY,15.91,204,12811
2024,JAWA TIMUR,IKAN KAKATUA PELURU,15.68,255,16248
2024,JAWA TIMUR,KAKAP MERAH TIMOR,15.18,732,48203
2024,JAWA TIMUR,IKAN BIDADARI BATIK,14.11,310,45570
2024,JAWA TIMUR,UDANG CENDANA,14.1,282,20000
2024,JAWA TIMUR,PARI BABI,12.5,312,25000
2024,JAWA TIMUR,KUWE LILIN,12.48,187,15000
2024,JAWA TIMUR,KATAK HIJAU,12.33,425,107865
2024,JAWA TIMUR,HIU MERAK BULU MONCONG BULAT,12.28,190,42530
2024,JAWA TIMUR,UDANG DANAU,11.72,586,100000
2024,JAWA TIMUR,LENCAM MOSAMBIC,11.27,282,25000
2024,JAWA TIMUR,KAKAP HITAM,10.48,557,106705
2024,JAWA TIMUR,KEROT-KEROT,10.19,204,20000
2024,JAWA TIMUR,UDANG KROSOK KUNING,9.6,480,50000
2024,JAWA TIMUR,GULAMAH JEPANG,9.29,118,12706
2024,JAWA TIMUR,KAKAP BUNGKUK,9.27,371,40000
2024,JAWA TIMUR,BANDENG,8.96,206,23000
2024,JAWA TIMUR,KAKAP MARKISA,8.52,404,47370
2024,JAWA TIMUR,IKAN LIDAH SISIK BESAR,8.5,60,7000
2024,JAWA TIMUR,MUNGKUS GIURIS,7.92,95,12000
2024,JAWA TIMUR,TERI SAMOAN,7.9,237,30000
2024,JAWA TIMUR,KAKAKTUA PUTIH,7.9,276,35000
2024,JAWA TIMUR,BERELAH,7.87,197,25000
2024,JAWA TIMUR,UDANG LURIK,7.47,1170,310000
2024,JAWA TIMUR,HIU PISANG,7.3,110,15000
2024,JAWA TIMUR,PARI KAMPRET,7.05,84,32085
2024,JAWA TIMUR,TALANG DAUN BAMBU,6.98,126,41215
2024,JAWA TIMUR,SELAR PAPAN,6.91,234,33836
2024,JAWA TIMUR,SETAN MERAH,6.9,64,9246
2024,JAWA TIMUR,HAMPALA,6.62,209,44783
2024,JAWA TIMUR,PARI KUPU-KUPU,6.23,62,10000
2024,JAWA TIMUR,KAKAP KELALAH,6.05,242,40000
2024,JAWA TIMUR,HIU,5.92,118,20000
2024,JAWA TIMUR,KACI-KACI,5.9,148,25000
2024,JAWA TIMUR,LENCAM BULAN-BULAN,5.55,156,28000
2024,JAWA TIMUR,KURISI HIJAU,5.28,121,22967
2024,JAWA TIMUR,UDANG VANAME,5.2,321,61667
2024,JAWA TIMUR,BUNTAL KARANG,5.04,25,5000
2024,JAWA TIMUR,LENCAM BIBIR MANIS,4.73,82,45000
2024,JAWA TIMUR,BULAN-BULAN,4.72,145,30752
2024,JAWA TIMUR,GULAMAH ANEA,4.7,60,12760
2024,JAWA TIMUR,SWANGGI TEMBAKAU,4.3,19,4500
2024,JAWA TIMUR,LENCAM GARIS BIRU,4.22,118,28000
2024,JAWA TIMUR,MANYUNG OTEK,3.95,71,18000
2024,JAWA TIMUR,KAKAP PINJALO RAMPING,3.8,95,25000
2024,JAWA TIMUR,KURISI BALI MAWAR,3.44,63,18425
2024,JAWA TIMUR,GEROT-GEROT SILVER,3.36,91,27000
2024,JAWA TIMUR,KERAPU MALABAR,3.2,128,40000
2024,JAWA TIMUR,KUWE PUNGGUNG COKLAT,3.18,73,23000
2024,JAWA TIMUR,GURAME,3.16,140,121250
2024,JAWA TIMUR,BELOSO BINTIK HITAM,3.07,37,12000
2024,JAWA TIMUR,KERANG HIJAU,2.9,24,18325
2024,JAWA TIMUR,UDANG KARANG MEXICAN DWARF,2.87,488,170000
2024,JAWA TIMUR,IKAN LIDAH GARIS GANDA,2.73,41,15000
2024,JAWA TIMUR,TERBANG; TORANI,2.7,40,15000
2024,JAWA TIMUR,PARI HIDUNG SEKOP,2.62,59,22446
2024,JAWA TIMUR,HIU LANJAM,2.2,55,25000
2024,JAWA TIMUR,KUNIRAN; BIJI NANGKA,2.2,22,10000
2024,JAWA TIMUR,KERAPU SUNU MACAN,1.99,63,89000
2024,JAWA TIMUR,KURISI AURORA,1.99,37,18471
2024,JAWA TIMUR,KAKAP CABLIKAN,1.95,97,49648
2024,JAWA TIMUR,KAKAP GAGA,1.92,93,48389
2024,JAWA TIMUR,PARANG,1.5,40,27000
2024,JAWA TIMUR,SEBELAH MATA KANAN,1.46,22,15000
2024,JAWA TIMUR,KUWE SIRIP BIRU,1.44,65,45000
2024,JAWA TIMUR,KERAPU SUNU PELANA HITAM,1.38,276,200000
2024,JAWA TIMUR,SEMAH; KANCRA,1.3,130,100000
2024,JAWA TIMUR,KIPER,1.21,10,8600
2024,JAWA TIMUR,JANGKI SETAN,1.21,19,33000
2024,JAWA TIMUR,KAMBING-KAMBING TIKUS,1.16,15,35000
2024,JAWA TIMUR,KUWE BIBIR TEBAL,1.05,47,52925
2024,JAWA TIMUR,SWANGGI SIRIP PANJANG,1.03,10,10000
2024,JAWA TIMUR,GEROT-GEROT SIRIP BINTIK,0.98,27,27000
2024,JAWA TIMUR,PARI MUARA,0.98,15,15000
2024,JAWA TIMUR,HIU MACAN,0.94,40,42550
2024,JAWA TIMUR,SEMBILANG KARANG,0.87,17,19000
2024,JAWA TIMUR,RAJUNGAN ANGIN,0.81,32,40000
2024,JAWA TIMUR,TONANG BAGIO,0.71,9,12573
2024,JAWA TIMUR,RUMPUT LAUT SARGASSUM MUTICUM,0.7,4,5186
2024,JAWA TIMUR,CENDRO CAROANG,0.68,11,28000
2024,JAWA TIMUR,KERAPU SUNU LODI,0.67,37,55000
2024,JAWA TIMUR,BIJI NANGKA,0.66,8,12000
2024,JAWA TIMUR,KUWE TUTUL BIRU,0.52,23,45000
2024,JAWA TIMUR,KERAPU LUMPUR BALONG,0.45,25,55000
2024,JAWA TIMUR,IKAN KAKATUA GOBAN,0.42,19,45000
2024,JAWA TIMUR,PISANG-PISANG BENCONG,0.41,7,15900
2024,JAWA TIMUR,GINDARA,0.36,1,3000
2024,JAWA TIMUR,CENDRO LENGKUNG,0.32,4,13320
2024,JAWA TIMUR,HIU SELENDANG,0.32,5,15000
2024,JAWA TIMUR,KERAPU BINTIK COKLAT,0.31,17,55000
2024,JAWA TIMUR,HIU TOKEK,0.3,10,32000
2024,JAWA TIMUR,HIU LANJAMAN COIDES,0.29,2,7938
2024,JAWA TIMUR,GINDARA SETAN,0.26,2,16000
2024,JAWA TIMUR,TUNA SIRIP BIRU SELATAN,0.26,3,10899
2024,JAWA TIMUR,LENCAM SIRIP PANJANG,0.24,7,28000
2024,JAWA TIMUR,PISANG-PISANG DUA GARIS KUNING,0.23,5,21300
2024,JAWA TIMUR,TIRAM BATU; TIRAM TEMBAKAU,0.2,7,32850
2024,JAWA TIMUR,KERAPU BINTIK KUNING,0.2,11,55000
2024,JAWA TIMUR,IKAN BIDADARI BIRU,0.19,2,8959
2024,JAWA TIMUR,KERONG-KERONG BESAR,0.13,2,12000
2024,JAWA TIMUR,HIU MAKO,0.12,2,26829
2024,JAWA TIMUR,KURISI SIRIP MERAH,0.12,2,15000
2024,JAWA TIMUR,HIU BOTOL,0.11,1,7925
2024,JAWA TIMUR,GINDARA ESCOLAR,0.1,1,20057
2024,JAWA TIMUR,KACI-KACI UNICOLOR,0.09,1,15000
2024,JAWA TIMUR,UDANG KIPAS PASIR,0.09,6,75000
2024,JAWA TIMUR,CENDRO KARANG,0.08,1,12000
2024,JAWA TIMUR,SETUHUK BIRU INDO-PASIFIK,0.07,1,15000
2024,JAWA TIMUR,LENCAM GIGI KECIL,0.06,2,28000
2024,JAWA TIMUR,CIPA-CIPA,0.05,0,6090
2024,JAWA TIMUR,IKAN SEBELAH MATA KANAN,0.02,1,25000
2024,JAWA TIMUR,IKAN KAKATUA,0.02,1,45000
2024,JAWA TIMUR,HIU MAKO SIRIP PENDEK,0.01,0,14720
2024,JAWA TIMUR,PARI DURI,0.01,0,11000
2024,JAWA TIMUR,ALU-ALU JELO,0.0,0,13826
